"","Age","Income","LoanAmount","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","DTIRatio","HasMortgage","HasDependents","HasCoSigner","Default","edBachelor.s","edHigh.School","edMaster.s","edPhD","emptypeFull.time","emptypePart.time","emptypeSelf.employed","emptypeUnemployed","maritalDivorced","maritalMarried","maritalSingle","loanpurpAuto","loanpurpBusiness","loanpurpEducation","loanpurpHome","loanpurpOther"
"180015",30,149819,179784,548,3,2,13.85,36,0.79,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
"99498",25,58766,153310,670,33,4,20.84,60,0.66,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
"108047",29,112004,198365,309,1,3,17.94,48,0.32,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"89713",33,63812,81043,745,20,3,23.53,60,0.38,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"689",19,44942,174008,368,50,4,14.23,60,0.21,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"174148",39,53733,110453,529,30,4,24.49,36,0.1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"192004",18,80786,8484,313,68,3,7.43,24,0.32,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"102747",45,145555,7046,810,79,1,22.91,24,0.18,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"41051",38,75349,42392,454,3,4,17.37,24,0.76,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"179878",31,16044,213286,324,67,4,7.35,36,0.87,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"54877",42,145535,92153,428,17,4,24.49,48,0.67,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
"236395",28,118205,232948,526,23,3,23.22,60,0.86,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"161573",38,46472,248304,743,35,2,22.06,48,0.77,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"224574",20,109870,213778,682,76,1,12.81,48,0.72,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
"113864",29,15701,66969,334,63,1,16.57,36,0.65,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
"92985",40,20938,176297,652,2,3,18.61,12,0.77,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"75536",43,41375,52566,782,29,4,23.87,60,0.16,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"224869",45,51162,183510,654,79,1,8.26,12,0.57,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"220369",39,24698,225546,331,113,3,20.72,60,0.48,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"153060",19,69337,21161,661,52,4,22.75,24,0.34,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
"137351",30,24166,227780,530,36,1,4.59,12,0.81,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"121490",30,134873,6956,771,88,1,21.14,36,0.39,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"226409",24,95567,210581,725,74,2,14.04,24,0.41,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"57652",30,102012,239041,752,30,3,15.41,36,0.65,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"239316",22,55275,240449,679,97,3,7.94,48,0.31,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"112744",45,129703,195048,741,0,3,24.22,48,0.47,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
"149428",22,56476,235879,614,40,2,6.94,12,0.49,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"236789",55,22615,204075,391,97,3,22.36,48,0.38,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"148995",46,32300,215853,776,7,2,6.21,48,0.49,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
"23316",28,23169,112222,627,10,3,6.69,24,0.45,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"252673",21,136850,60983,518,38,4,13.94,24,0.43,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"121535",25,50979,100757,534,52,1,9.34,24,0.45,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"223014",18,31366,195252,334,16,1,16.49,48,0.14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
"56939",20,59506,74873,595,37,4,19.99,60,0.82,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
"131613",44,144702,76447,443,70,2,17.87,24,0.22,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"223213",50,148923,235373,309,55,3,6.75,12,0.85,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
"191974",54,113308,117622,548,69,2,12.59,24,0.76,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"90724",65,58321,199072,754,3,4,20.7,24,0.12,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"150832",27,22106,91718,847,82,4,8.79,12,0.71,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"14593",43,137420,116698,424,21,4,9.43,36,0.85,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
"39974",55,86525,95920,544,63,4,15.92,12,0.52,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
"238871",28,48136,219196,812,1,3,20.3,48,0.76,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"146174",19,102282,78202,561,111,4,23.02,60,0.72,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"119210",43,24511,111454,509,29,2,21.56,24,0.78,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"26297",38,16814,244706,596,79,1,19.88,48,0.23,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
"58046",30,31104,32475,495,80,3,20.45,36,0.79,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"250573",49,34413,205084,786,4,1,22.99,48,0.13,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"119954",59,29362,245279,789,42,4,24.13,36,0.25,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
"169520",49,129679,82117,676,10,4,11.81,48,0.2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
"42289",24,18593,71590,801,58,2,24.6,12,0.24,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"65344",22,47614,127139,357,25,4,18.56,24,0.44,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"161624",44,15430,60188,465,34,3,11.04,24,0.11,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
"159500",22,17341,153660,708,9,3,23.87,60,0.26,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"34359",35,70088,117765,404,30,4,24.03,60,0.59,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"47424",45,79162,127929,308,29,1,24.72,60,0.31,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"199469",52,42459,242475,719,72,2,17.93,24,0.31,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
"38552",26,80631,7296,608,20,4,9.38,60,0.42,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"250336",23,31721,87903,381,23,4,6.52,48,0.16,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
"123562",35,52860,153180,374,43,3,24.54,36,0.59,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"29411",22,99490,50595,597,38,1,18.84,60,0.81,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"2239",47,33764,203871,667,75,2,8.95,24,0.61,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"96922",23,47887,153909,331,24,4,7.42,48,0.56,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"57107",25,68120,147458,405,119,2,3.41,48,0.37,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
"95586",28,21431,104735,669,81,3,22.57,60,0.65,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"205678",55,102369,177767,568,1,3,11.44,12,0.27,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
"17210",64,96449,18633,800,37,3,18.96,36,0.15,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"112988",49,140010,23081,570,90,2,20.64,24,0.42,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"160221",21,21180,242065,426,66,2,6.82,36,0.31,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"21189",19,135497,129215,823,48,1,22.9,60,0.83,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"84375",23,125770,138097,685,9,2,19.48,24,0.76,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"171390",42,62733,25512,753,106,4,19.64,60,0.77,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
"72478",53,35631,70400,673,89,4,11.34,24,0.69,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
"193342",19,103105,17749,790,11,2,23.33,60,0.63,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"19534",49,81104,192637,817,54,3,24.02,48,0.7,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
"235708",40,26801,213381,416,58,3,7.39,12,0.42,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
"124194",29,31729,110504,743,7,3,12.72,60,0.39,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
"191209",40,15641,169990,834,74,3,14.27,36,0.83,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
"175115",20,113235,107846,837,66,3,15.18,36,0.6,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
"12669",28,72681,75880,742,114,2,23.09,36,0.82,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
"108537",30,141713,109041,822,9,3,24.87,60,0.76,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
"223091",23,68911,149722,616,31,4,23.73,24,0.18,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"58065",54,17353,191674,641,33,4,3.59,24,0.44,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"131269",36,144663,139499,311,43,2,15.9,36,0.68,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"9131",41,41083,12373,774,50,3,22.9,48,0.38,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
"130469",45,113769,240243,637,40,2,23.84,48,0.86,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"9787",21,24586,208496,795,24,4,5.28,36,0.8,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"81367",51,118467,71053,455,25,4,21.45,24,0.37,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
"136400",50,20059,142674,738,31,4,23.63,36,0.36,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"132978",24,30398,163031,752,51,3,23.89,60,0.65,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"132741",60,27580,235094,427,86,2,13.12,24,0.86,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"9945",21,142687,19380,342,87,2,5.42,12,0.42,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
"58326",32,76951,69502,722,17,2,10.56,24,0.79,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
"109863",31,17841,122964,466,16,1,16.5,12,0.23,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
"201975",18,56342,240104,388,99,1,24.68,24,0.44,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
"46450",67,46858,242244,422,35,2,20.45,60,0.21,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"247956",32,106444,172052,837,105,4,23.27,24,0.32,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
"39830",37,135217,9948,377,9,4,10.68,48,0.75,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"205880",27,20416,88670,829,74,2,3.09,48,0.89,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"140156",47,126770,186215,538,111,2,24.61,60,0.65,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
"84839",18,64874,236715,724,31,1,13.62,36,0.9,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"558",29,70149,64556,493,43,2,5.09,24,0.24,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"27239",69,21081,182345,837,25,3,13.67,60,0.26,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"185757",31,127498,51736,690,41,2,3.25,24,0.37,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"16493",60,19305,173684,370,87,2,7.77,24,0.42,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
"216150",49,119915,172432,617,87,4,24.22,12,0.73,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"225352",20,35522,80904,438,68,1,17.28,48,0.73,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"217227",50,21170,217178,817,24,1,24.79,24,0.56,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"16781",31,116151,222649,502,50,1,19.67,60,0.46,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
"197596",43,141499,237235,662,84,4,20.28,48,0.2,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
"145740",48,16848,215326,574,50,4,20.49,36,0.8,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
"218398",51,81494,183369,725,0,1,22.53,36,0.19,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"183408",27,138381,103350,537,65,4,15.87,12,0.45,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"135317",21,38467,153014,745,82,2,4.77,36,0.59,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"145286",41,45236,168181,356,12,3,14.89,24,0.24,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
"228249",39,32318,235024,759,42,4,6.35,60,0.22,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"54125",40,78272,183902,335,105,4,8.32,36,0.71,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"97396",38,94622,46312,703,53,2,10.71,60,0.59,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
"152213",32,28065,164388,776,16,3,19.3,60,0.4,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
"221920",67,49621,32587,611,58,4,14.13,12,0.76,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"60046",50,94078,243879,312,101,3,21.61,60,0.88,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"132638",19,75947,112371,620,18,3,24.78,24,0.89,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"87276",59,57868,82015,439,44,3,21.79,60,0.68,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"227524",38,38579,240424,327,22,4,15.12,12,0.11,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"207402",38,70961,18917,705,40,4,3.31,60,0.34,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
"227424",55,45998,28233,722,72,4,11.97,36,0.51,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
"30798",23,23993,90831,435,18,4,12.49,36,0.56,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"233199",21,114920,88085,348,89,4,22.65,36,0.48,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"34212",44,119311,39448,475,110,1,22.12,48,0.23,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
"99732",47,86770,30028,432,49,3,17.8,12,0.68,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"203285",32,123045,16468,445,15,4,20.71,60,0.68,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
"107624",25,33140,197609,421,8,3,22.71,48,0.84,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"32501",37,59666,202726,330,57,1,17.08,24,0.6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
"234234",38,30540,118747,795,39,1,17.77,12,0.51,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
"220721",27,25359,192165,438,41,2,7.3,12,0.31,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
"81198",30,96015,193760,301,59,4,12.36,48,0.39,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"202569",30,28050,71622,758,104,2,5.64,48,0.2,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
"20678",25,26107,192433,803,0,1,12.1,12,0.41,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"122936",56,88689,24638,540,66,4,24.78,48,0.57,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"192706",38,111490,234120,436,89,2,7.8,24,0.14,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"99905",49,97166,221345,438,61,3,14.84,48,0.14,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"45979",29,52830,76787,628,91,4,23.53,48,0.76,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"168345",54,37475,229464,653,13,3,16.55,12,0.57,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"117401",38,15268,144920,651,24,3,17.65,36,0.35,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"63753",21,48853,136834,375,94,2,19.08,24,0.63,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"179933",22,62990,198002,757,8,3,5.67,60,0.56,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"145799",28,66018,45528,510,39,3,18.09,24,0.16,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"164335",30,95610,68441,351,52,2,12.77,60,0.81,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"139692",31,123493,13397,543,0,3,19.6,12,0.47,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"44166",18,32615,198582,526,28,2,18.69,60,0.25,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"244502",64,65987,188566,479,43,2,18.42,12,0.1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
"124882",22,48125,27169,409,104,3,7.96,36,0.73,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
"202089",38,19963,84217,551,88,1,9.64,12,0.71,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"35799",18,24823,209206,329,9,4,19.53,36,0.64,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"14472",51,36422,101065,805,95,3,10.88,48,0.86,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"130712",45,23857,23864,817,95,4,22.24,60,0.73,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"234586",22,27779,10972,408,65,1,14.94,36,0.78,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"147566",21,43813,141621,828,47,3,20.31,36,0.13,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"1509",42,15887,139093,618,24,1,23.89,12,0.26,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"72046",27,66672,104850,655,2,3,14.08,36,0.65,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"221329",19,24561,191500,522,73,3,24,12,0.49,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"181733",21,43440,202883,791,38,2,20.11,12,0.66,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
"198768",22,20950,220334,663,95,1,22.83,12,0.78,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"142136",27,24169,176758,704,15,1,6.4,60,0.87,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"155431",45,102369,42228,846,49,3,21.54,60,0.61,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"149668",50,64867,220571,555,34,1,12.41,12,0.67,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"240612",20,37682,194605,654,51,1,9.25,12,0.79,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
"46896",67,126214,79082,366,55,1,18.12,60,0.32,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
"212246",32,19974,224470,528,12,2,24.14,24,0.68,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"42848",66,25118,239925,687,52,4,24.67,24,0.16,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"133224",18,68160,49085,690,100,2,8.75,12,0.49,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"156800",27,26510,143631,445,82,3,7.62,48,0.42,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"169360",29,67337,66864,565,33,2,23.91,36,0.17,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"222460",66,34811,105799,443,48,1,15.71,36,0.79,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"119869",22,42354,87147,665,65,4,16.74,24,0.65,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
"14866",63,84453,176816,405,58,4,15.18,24,0.2,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
"76465",69,57108,218997,432,117,1,17.46,48,0.5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"102046",60,22628,37391,429,14,2,13.25,12,0.69,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"15228",47,28065,21980,460,110,2,20.96,48,0.5,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"45410",31,30484,195035,365,17,2,16.28,24,0.78,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"233366",38,48299,248952,583,0,2,11,60,0.63,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"187288",64,71972,24699,442,33,4,10.16,12,0.55,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
"206971",38,137456,7332,514,10,1,24.65,24,0.4,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"207375",63,125993,219775,735,104,1,4.39,48,0.57,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
"6750",21,41508,248677,541,4,3,22.23,12,0.34,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"158604",28,76593,22847,722,12,4,10.79,48,0.86,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"237661",28,34604,73677,800,81,2,20.14,48,0.48,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"143483",30,20410,84664,414,32,2,4.57,48,0.27,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"94926",64,44874,233852,818,13,4,20,24,0.55,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"68177",40,71461,159831,644,67,2,2.2,24,0.8,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
"84183",58,23462,182986,613,54,1,9.6,24,0.62,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
"254805",23,18570,197752,764,37,3,14.22,60,0.58,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"157638",32,126940,132121,511,89,1,8.91,24,0.88,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
"208187",19,19433,132298,842,38,4,23.66,24,0.74,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"93166",32,50860,116149,813,1,4,15.2,24,0.15,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"35946",54,53511,240404,536,41,4,7.39,36,0.43,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"3628",20,133449,96881,427,21,4,9.47,60,0.57,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
"8431",40,120505,63145,567,15,1,17.01,24,0.8,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"85634",34,86684,153308,564,41,2,14.37,24,0.15,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"96744",42,21661,25863,332,89,2,17.26,60,0.16,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"15734",31,140361,56804,814,2,1,17.26,12,0.16,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"30920",21,102143,84921,846,0,2,22.16,36,0.41,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
"169831",65,96679,231175,489,33,1,20.43,24,0.8,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
