"","Age","Income","LoanAmount","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","DTIRatio","HasMortgage","HasDependents","HasCoSigner","Default","edBachelor.s","edHigh.School","edMaster.s","edPhD","emptypeFull.time","emptypePart.time","emptypeSelf.employed","emptypeUnemployed","maritalDivorced","maritalMarried","maritalSingle","loanpurpAuto","loanpurpBusiness","loanpurpEducation","loanpurpHome","loanpurpOther"
"131933",62,34372,59645,524,94,3,9.72,60,0.24,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
"12521",33,25856,231427,591,94,3,17.74,36,0.79,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"92841",44,99379,12433,800,69,4,7.05,60,0.77,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"199449",19,101618,233579,426,117,4,20.56,24,0.19,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
"113269",29,17344,11977,593,15,3,24.95,60,0.65,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"5272",56,37219,156039,635,73,1,22.92,36,0.71,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"149968",36,53947,68242,643,114,4,3.54,12,0.36,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"183488",64,58472,220841,474,106,2,13.32,60,0.53,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
"185483",47,53019,5335,781,76,2,11.96,24,0.41,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"204500",18,19775,111952,598,3,3,4.91,48,0.67,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"227347",20,94250,162613,758,23,1,23.3,24,0.48,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
"227943",26,55696,112217,787,45,4,14.68,60,0.74,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
"241132",31,68081,9664,520,54,4,23.23,36,0.84,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"94162",54,47264,13659,485,64,3,20.59,36,0.28,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"151805",18,74167,88454,825,13,2,19.19,36,0.37,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
"62224",65,109203,38408,660,33,1,2.7,12,0.3,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
"82446",45,72007,155369,567,114,4,22.6,36,0.83,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"202934",67,107269,70183,685,78,3,2.91,48,0.43,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
"143648",43,93647,12433,474,43,3,23.04,60,0.28,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
"86516",39,73777,89799,390,110,1,24.72,36,0.11,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"184903",49,47623,243203,498,3,4,7.92,60,0.73,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
"249338",62,139845,162531,613,35,4,9.88,24,0.86,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
"229294",19,97568,95378,772,64,1,5.57,48,0.59,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"44300",33,91549,26400,675,22,2,16.42,60,0.31,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
"169504",38,70069,196725,317,24,1,2.6,36,0.14,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
"198288",55,120707,90110,791,2,3,13.09,48,0.57,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"204803",42,113454,120613,772,13,1,10.62,36,0.54,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
"151325",31,97024,136675,420,28,2,6.81,36,0.61,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"30677",35,100064,33610,487,80,2,7.82,24,0.28,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"107828",66,148470,142947,660,115,4,15.72,24,0.2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"93088",20,142462,8858,314,61,3,6.7,48,0.56,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"199131",34,107627,164662,378,47,4,24.86,48,0.64,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"159123",46,20177,70115,343,81,1,5.2,48,0.32,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"243644",34,106764,180352,589,68,1,8.27,24,0.32,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"211689",36,54318,32212,765,25,2,12.5,12,0.73,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"9683",65,131076,36060,717,106,2,11.9,12,0.85,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"120997",50,139249,236091,310,118,1,23.2,36,0.83,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"39764",23,108980,149200,796,117,1,23.02,60,0.42,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"233836",29,108916,212531,315,33,1,23.79,36,0.42,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"219488",28,102080,15554,608,31,2,10.34,36,0.2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
"94873",22,116554,33749,805,7,4,21.68,36,0.13,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"201429",45,113842,179472,395,115,3,23.44,48,0.11,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"57535",28,16880,119400,518,99,1,17.02,36,0.6,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"28882",18,108408,61831,490,102,2,7.02,36,0.71,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
"243631",22,74772,121108,425,75,1,19.18,36,0.51,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"251406",50,83807,174973,562,35,1,21.98,48,0.13,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
"209484",23,26237,75808,369,11,4,4.59,36,0.23,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
"251372",39,99470,20019,326,58,1,10.88,12,0.25,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"1442",36,88284,218114,434,62,3,17.05,48,0.51,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
"183526",64,85753,21445,413,46,4,8.12,60,0.63,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
"219602",25,57184,217446,545,104,4,4.32,12,0.32,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
"136216",32,41338,195140,490,4,2,4.98,12,0.76,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
"149833",43,136694,224421,550,90,3,24.53,36,0.79,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"107624",25,33140,197609,421,8,3,22.71,48,0.84,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"191215",47,59268,228499,358,19,2,18.45,48,0.76,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"49252",66,132439,241718,444,11,1,5.59,12,0.33,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"245523",50,69977,78639,439,65,3,22.36,24,0.6,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"137416",32,54350,85329,368,43,2,24.16,24,0.28,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"92494",39,116165,216162,401,83,2,15.78,12,0.67,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"89512",28,23390,80796,737,114,3,20.9,48,0.71,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"207355",26,52974,5505,849,54,2,4.61,48,0.65,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"155057",65,123113,223749,764,57,4,18.01,48,0.42,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"224399",31,77348,112168,542,75,4,11.55,36,0.78,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
"40885",44,45564,124484,627,22,2,13.21,24,0.1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"248218",61,149077,43101,769,20,2,8.78,12,0.21,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"117095",33,84460,159327,387,82,1,17.63,48,0.3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"65402",56,53522,172600,565,84,2,11.72,36,0.6,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"77227",45,138748,122491,712,106,3,17.53,48,0.86,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"224766",61,50797,93424,450,76,4,14.59,12,0.49,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"178209",56,112879,80670,532,90,4,21.65,36,0.19,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
"141423",47,113638,28319,600,5,4,13.4,12,0.86,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
"185137",45,121097,157172,842,1,4,6.99,48,0.4,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"12386",58,113142,163680,672,6,1,13.22,36,0.63,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"143502",50,99257,17474,557,64,1,10.7,60,0.76,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"62211",49,97690,56456,757,60,4,3.66,36,0.49,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"4265",64,90695,153005,553,57,4,10.76,48,0.52,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"187598",23,141803,59159,367,59,2,3.72,60,0.42,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
"128625",44,59347,148221,809,62,4,16.08,36,0.15,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"990",68,51648,96057,677,78,2,16.6,60,0.41,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
"49068",67,110393,98388,697,57,3,23.26,24,0.8,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
"143965",66,98335,38985,358,79,1,8.1,36,0.14,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
"67206",22,24681,233936,755,118,3,15.02,24,0.19,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
"180183",65,42074,148464,334,69,3,21.61,12,0.85,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"239784",62,111536,81713,822,35,2,18.63,12,0.77,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
"198102",28,59194,98030,827,26,2,24.09,12,0.59,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"129158",58,88700,128910,758,104,4,10.56,60,0.7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
"13290",24,71089,130201,719,17,4,4.74,12,0.79,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"121863",39,94507,34957,778,69,1,2.7,24,0.6,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"241166",55,87404,144784,720,9,2,17.94,36,0.63,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
"63219",27,83594,151407,505,63,3,9.36,36,0.57,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"165997",69,135407,58582,385,6,2,23.46,12,0.73,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"99099",33,96453,162491,762,72,4,4.76,36,0.15,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
"65096",31,118835,198140,704,94,3,4.56,12,0.26,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"97569",48,125204,171360,767,8,1,2.23,24,0.39,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"123071",34,86818,136889,558,64,1,2.74,36,0.73,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"116995",21,16913,68242,303,6,3,11.05,24,0.16,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"144785",68,91931,129523,466,84,4,9.6,24,0.55,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"24294",54,147848,175700,441,39,3,21,36,0.58,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
"20831",60,139558,48017,648,31,2,19.96,12,0.36,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"79413",40,35834,59071,505,38,4,21.49,48,0.84,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"238494",36,34337,64212,493,43,3,3.87,60,0.25,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"77804",35,108030,148963,837,23,1,21.88,12,0.36,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
"34882",35,87691,131204,416,97,1,21.38,48,0.68,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
"30968",40,47208,124920,637,105,1,14.59,12,0.21,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"179358",46,90203,230536,640,23,4,5.48,36,0.41,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
"197270",23,52959,75009,624,29,3,4.19,48,0.64,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"95290",50,148054,100549,657,42,4,7.8,48,0.68,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
"142050",50,33139,153228,326,61,2,7.39,60,0.55,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
"251691",30,30273,19285,643,45,2,16.96,60,0.27,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"7751",34,103134,81019,472,58,4,9.65,12,0.22,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"87784",41,78329,200036,673,52,4,23.1,48,0.22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
"59501",65,145815,161171,407,36,4,17.5,48,0.29,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
"164174",56,66041,36744,689,90,3,6.59,48,0.81,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
"117406",24,136400,102594,835,104,1,17.97,36,0.79,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"175933",20,127890,212299,328,77,4,23.33,60,0.12,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
"242862",24,100540,187924,802,15,3,4.9,48,0.68,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
"39996",59,57801,204845,591,112,4,19.03,12,0.26,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"51206",35,115752,23341,674,88,3,19.39,36,0.83,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
"59958",60,75807,27469,644,61,3,20.75,48,0.14,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
"82384",69,138683,92701,685,83,2,9.23,36,0.49,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
"170576",32,53533,10883,744,3,1,12.92,48,0.89,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"64706",20,87577,92218,369,44,1,24.96,48,0.36,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"125010",53,107401,221771,398,75,1,6.3,48,0.55,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"182821",26,93241,196090,842,61,3,5.76,36,0.11,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
"128676",19,107763,130240,414,114,2,20.33,36,0.24,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"171895",28,77503,93539,782,51,3,3.15,60,0.34,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
"26232",22,97622,130734,309,38,1,7.47,12,0.65,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
"235759",69,28690,52545,341,91,1,6.41,24,0.25,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
"8931",56,113085,157328,740,107,4,5.16,12,0.64,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"73984",46,86699,42504,728,76,3,6.64,12,0.3,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"72006",50,110572,10040,682,28,2,2.92,60,0.48,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"201251",68,96415,130610,470,39,2,4.93,24,0.74,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"194503",20,31649,179220,401,64,1,16.54,36,0.11,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"89317",60,79201,242239,668,52,4,11.16,24,0.27,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"5123",55,45475,9002,463,105,2,10.34,24,0.18,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"142057",64,124608,74778,493,29,2,5.23,60,0.18,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"40223",49,79809,104620,753,78,1,22.19,48,0.23,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"142596",55,130583,146281,423,53,3,4.71,24,0.47,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"96471",60,21681,118384,728,2,3,18.43,60,0.84,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
"135956",66,93740,133393,531,55,4,19.24,12,0.28,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"212643",46,31389,142975,427,89,3,4.67,48,0.64,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
"153205",21,90298,19782,500,101,3,6.02,12,0.77,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"99254",49,95501,98266,763,51,4,2.85,12,0.48,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"117855",39,84247,141587,639,24,1,9.2,36,0.3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"57317",64,145819,46349,371,52,2,2.46,48,0.13,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"33209",67,39652,104918,477,47,4,3.48,60,0.83,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
"103220",33,124136,183600,449,73,1,12.9,24,0.57,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"253340",51,73726,249369,712,3,2,17.84,60,0.75,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"22827",26,134384,238897,642,12,1,17.7,36,0.16,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"147673",56,35430,192124,756,106,3,11.41,12,0.32,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"102771",23,127681,40788,301,33,2,3.36,48,0.61,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
"168800",34,127924,44781,333,39,4,4.75,60,0.74,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"48187",67,55802,115389,634,43,3,16.75,48,0.82,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"167706",58,77053,226975,798,81,3,15.93,48,0.47,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"188160",53,131232,87714,453,55,4,10.91,60,0.63,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"230417",63,131683,192601,443,59,3,4.79,36,0.11,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"183384",27,68471,133843,333,35,1,16.02,12,0.51,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"239717",53,144627,202317,381,88,2,5.88,48,0.24,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
"122577",55,112393,72943,724,48,4,9.18,24,0.32,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
"1942",34,35970,144997,639,16,3,8.73,48,0.69,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
"110970",32,77399,123814,650,90,4,10.63,48,0.2,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
"223981",63,94267,132357,338,69,1,3.36,36,0.2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"146309",28,19278,104181,642,76,3,17.08,60,0.63,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"205877",43,35665,142019,523,91,3,13.1,24,0.57,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"158656",36,99116,196091,805,93,1,19.2,60,0.54,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
"101150",31,87102,192200,587,28,2,23.09,48,0.59,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"101093",54,80787,227754,311,108,3,6.69,48,0.73,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"147640",67,85878,202121,663,1,4,10.65,48,0.64,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"125295",22,72251,28999,603,22,4,17.76,48,0.11,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"5956",34,116806,41451,517,37,3,8.92,60,0.46,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"187133",68,53543,9691,799,108,1,18.87,48,0.11,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"62351",52,133822,69214,762,91,4,4.12,48,0.32,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"73824",54,46970,23345,703,16,2,16.84,12,0.28,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
"8465",66,84266,78197,394,81,4,14.78,24,0.2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"37492",48,47497,171006,379,80,3,23.22,24,0.63,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
"188856",52,56642,212423,371,24,4,7.07,48,0.85,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
"216404",65,106968,46492,659,66,4,15.63,24,0.82,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
"37929",55,135031,200487,539,2,3,15,24,0.87,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"117603",60,133184,64260,571,99,3,6.2,60,0.77,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"123053",41,63777,26868,353,69,4,13.64,12,0.71,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
"24205",41,132309,177032,652,57,1,8.25,36,0.13,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
"215264",63,110674,83624,786,114,4,15.07,36,0.78,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"42841",22,104380,65387,429,100,3,20.69,60,0.79,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
"1172",49,88923,154001,450,28,3,2.2,60,0.63,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"213873",46,99092,172842,421,110,4,6.04,48,0.7,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"126260",26,123921,9172,817,38,1,10.24,12,0.68,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
"20266",60,39946,86544,401,87,2,13.57,36,0.72,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
"181942",32,146424,194558,301,78,3,20.19,60,0.48,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
"102997",19,125524,161439,301,36,2,10.71,60,0.66,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"223423",29,25153,122277,539,41,1,9.38,36,0.8,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"168844",64,74485,14537,386,37,1,24.07,60,0.65,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
"38160",60,99317,111734,454,105,2,20.98,48,0.46,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
"31227",45,140792,202750,510,92,3,8.51,36,0.37,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
"85363",23,15181,213093,513,40,2,12.14,12,0.31,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"125787",20,22927,234383,507,100,1,5.84,24,0.83,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"191124",64,137430,78073,632,78,4,20.5,60,0.64,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"220636",47,138558,184715,444,48,1,7.33,48,0.66,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"124024",51,71445,25231,580,23,3,9.77,24,0.9,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"107975",47,30644,141545,781,83,4,4.93,24,0.25,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"53912",32,101309,47875,767,26,4,17.55,24,0.62,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
"229230",37,21575,145222,826,102,4,6.08,36,0.6,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"193847",21,34118,169093,777,107,1,15.91,12,0.77,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
